SDSSJ073536.92+401954.4   0.02555 0.02459 0.01995 0.04136 -0.01319 -0.00360 1
SDSSJ073633.63+405854.9   0.05376 0.01653 0.00000 0.02821 -0.01063  0.00454 1
SDSSJ073913.65+461858.5   0.03574 0.02383 0.01700 0.01548 -0.00694 -0.00555 0
SDSSJ073657.17+465818.3   0.04509 0.00000 0.02606 0.04464 -0.00690 -0.00111 1
SDSSJ073437.81+465828.7   0.05657 0.01086 0.00781 0.01549  0.00216  0.00997 1
SDSSJ073504.02+473033.7   0.03993 0.02412 0.01118 0.01735  0.00309  0.01584 1
SDSSJ073641.14+480734.0   0.04279 0.01692 0.01564 0.01890 -0.00736 -0.00681 0
SDSSJ073719.98+474246.5   0.05158 0.00854 0.01616 0.01853  0.00415  0.00335 0
SDSSJ073805.71+473411.3   0.02131 0.02775 0.02426 0.03287 -0.02356  0.00176 0
SDSSJ073900.90+485159.0   0.02755 0.02882 0.01654 0.02839 -0.00447 -0.00171 0
SDSSJ073638.25+404705.0   0.04030 0.01873 0.01570 0.02243 -0.00130 -0.00011 0
SDSSJ073504.76+405926.1   0.03025 0.01824 0.03175 0.00993 -0.01730  0.00081 0
SDSSJ073716.68+422834.8   0.03253 0.02316 0.02002 0.01894  0.00082 -0.00388 0
SDSSJ073936.76+424447.4   0.03257 0.02136 0.01800 0.03390 -0.00959 -0.00505 0
SDSSJ074147.75+430534.1   0.02234 0.02237 0.02952 0.03286  0.00818 -0.00784 0
SDSSJ074611.53+364457.8   0.04283 0.01426 0.02021 0.01219 -0.00465  0.00144 0
SDSSJ074517.64+370602.4   0.01131 0.03709 0.02771 0.02105 -0.01593  0.00830 0
SDSSJ074328.91+360030.6   0.03128 0.03193 0.00887 0.02674  0.01150  0.00401 0
SDSSJ073853.34+374551.1   0.02287 0.03742 0.00724 0.04108  0.00172  0.00655 0
SDSSJ075147.21+485747.3   0.04862 0.01418 0.00782 0.02940  0.00858  0.00827 0
SDSSJ074724.99+482236.0   0.02922 0.00502 0.04866 0.01585  0.00280 -0.00431 0
SDSSJ074712.98+483827.6   0.02228 0.02805 0.02770 0.01079 -0.01146 -0.00528 1
SDSSJ074522.60+495730.5   0.03751 0.00972 0.02650 0.03364 -0.01252 -0.00780 1
SDSSJ075008.34+501506.7   0.01574 0.03518 0.01892 0.03849  0.01703 -0.00142 0
SDSSJ075054.64+425219.2   0.03126 0.02384 0.02263 0.01468 -0.00789 -0.00740 0
SDSSJ074259.84+430123.3   0.01619 0.02834 0.03128 0.02707  0.00490 -0.00171 0
SDSSJ074316.53+430600.0   0.01510 0.00491 0.06620 0.01394 -0.00084 -0.00337 0
SDSSJ074155.65+420817.7   0.02222 0.02708 0.02704 0.02440  0.00855 -0.00177 0
SDSSJ074126.07+421530.7   0.03493 0.02500 0.01503 0.02014 -0.00700 -0.00370 0
SDSSJ074052.52+423935.5   0.01568 0.01706 0.05123 0.01153 -0.00314 -0.00326 0
SDSSJ074519.65+441625.9   0.01313 0.04821 0.00710 0.03521 -0.00778  0.00798 1
SDSSJ074454.61+441903.4   0.03775 0.02100 0.01429 0.02719  0.00607  0.00058 0
SDSSJ074850.39+442439.0   0.00508 0.04470 0.03169 0.00435 -0.01209  0.01137 1
SDSSJ074800.49+380333.6   0.00454 0.02680 0.05001 0.02254 -0.00186  0.00655 0
SDSSJ074654.91+375457.4   0.04693 0.01570 0.01107 0.02221 -0.00860  0.00219 0
SDSSJ074058.63+385311.8   0.01292 0.04375 0.01700 0.02724  0.01303 -0.00317 0
SDSSJ075101.02+391300.0   0.03665 0.01536 0.02459 0.02289 -0.00677 -0.00291 0
SDSSJ075033.90+442232.0   0.02976 0.03131 0.01817 0.00343  0.01627  0.01029 0
SDSSJ074952.02+443620.9   0.04332 0.02242 0.00193 0.03588  0.01455  0.01090 0
SDSSJ074530.61+445812.4   0.00000 0.03543 0.04177 0.02613  0.00787  0.00958 0
SDSSJ074219.37+440736.2   0.01928 0.02740 0.03064 0.02191 -0.00066 -0.00261 0
SDSSJ073823.97+445834.4   0.01595 0.02536 0.03490 0.03295  0.00925 -0.00183 0
SDSSJ074833.68+452135.6   0.03618 0.02536 0.00949 0.03020  0.00342 -0.00355 1
SDSSJ075119.26+455756.8   0.03651 0.02280 0.01832 0.01134  0.00004 -0.00470 1
SDSSJ075057.94+403019.6   0.01811 0.02707 0.03233 0.02201 -0.00908 -0.00016 0
SDSSJ075545.60+405643.5   0.03340 0.03127 0.00739 0.02440  0.00312  0.00440 0
SDSSJ074141.00+454414.3   0.03625 0.02033 0.01951 0.01977 -0.00190  0.00111 0
SDSSJ074910.94+474944.3   0.04638 0.01900 0.00842 0.02008  0.00525  0.00282 1
SDSSJ074914.78+472904.1   0.02301 0.03435 0.01815 0.01844  0.00376 -0.00484 0
SDSSJ075447.99+470740.8   0.02765 0.02972 0.01689 0.02251 -0.00772  0.00512 1
SDSSJ075257.96+413615.2   0.02702 0.03540 0.00746 0.03553  0.00270  0.00058 0
SDSSJ074700.84+415213.2   0.01724 0.01489 0.05098 0.01395  0.01335  0.00750 0
SDSSJ074302.16+422614.4   0.01636 0.03422 0.02490 0.02491  0.00005  0.00812 0
SDSSJ074321.11+421721.8   0.05499 0.00690 0.01646 0.01031 -0.00053  0.00203 0
SDSSJ074359.12+421547.2   0.01667 0.02981 0.03302 0.01599  0.00160  0.00066 0
SDSSJ074624.22+421937.6   0.03039 0.02518 0.01980 0.02097  0.00170  0.00880 0
SDSSJ074759.03+424436.1   0.01771 0.03954 0.01636 0.02426  0.00134 -0.00137 0
SDSSJ075101.83+421227.8   0.03661 0.01723 0.02622 0.00810  0.00115 -0.00272 0
SDSSJ075350.56+424743.9   0.04914 0.00000 0.02577 0.03174 -0.00063 -0.00366 0
SDSSJ075235.07+470732.2   0.05133 0.01534 0.00773 0.01203 -0.01121 -0.00024 0
SDSSJ074846.96+474225.8   0.04629 0.01045 0.01631 0.02982  0.00306 -0.00113 0
SDSSJ075630.60+483228.7   0.02875 0.02093 0.02371 0.02677 -0.01443  0.00398 0
SDSSJ075214.15+433452.3   0.03508 0.01272 0.03017 0.02150  0.00617 -0.00399 0
SDSSJ075104.11+434134.4   0.02466 0.04108 0.00295 0.03010  0.00129 -0.00260 0
SDSSJ075121.36+425651.6   0.01107 0.04494 0.01181 0.04130 -0.00613 -0.00026 0
SDSSJ074850.01+444825.1   0.02246 0.02727 0.02497 0.02473 -0.00510 -0.00112 0
SDSSJ075316.77+444823.4   0.01638 0.03217 0.02160 0.04105 -0.00701 -0.00465 0
SDSSJ075653.99+435233.9   0.01125 0.02913 0.03734 0.02422  0.00369 -0.00304 0
SDSSJ074953.76+495549.3   0.02514 0.03795 0.00000 0.05020  0.00036  0.01168 0
SDSSJ074931.76+503754.6   0.03277 0.01455 0.03165 0.01734 -0.00818  0.01394 0
SDSSJ075215.37+463523.9   0.03463 0.02920 0.00466 0.03954  0.00547  0.00444 0
SDSSJ075323.85+454852.0   0.02577 0.02628 0.02600 0.01546  0.00170 -0.00133 0
SDSSJ075617.22+462845.8   0.02096 0.03838 0.01268 0.02686  0.00068  0.00079 0
SDSSJ080351.61+512642.9   0.03811 0.02968 0.00000 0.04138 -0.00164  0.01119 1
SDSSJ075948.31+510538.8   0.03790 0.02764 0.00630 0.02471 -0.00726  0.00079 0
SDSSJ075549.01+504248.6   0.04158 0.02445 0.00777 0.01805  0.00307  0.00122 0
SDSSJ075130.68+512220.7   0.03359 0.02622 0.01222 0.02838 -0.00209  0.00210 0
SDSSJ075131.00+502654.3   0.03388 0.02491 0.01696 0.01829 -0.00397 -0.00390 0
SDSSJ074938.98+513124.4   0.02793 0.03110 0.00000 0.06798 -0.00867  0.00782 0
SDSSJ074835.90+512605.7   0.02048 0.02697 0.03059 0.01804 -0.00512 -0.00827 1
SDSSJ075124.20+520944.4   0.04514 0.00000 0.02602 0.04505 -0.01131 -0.00573 1
SDSSJ075148.92+515136.4   0.05721 0.00210 0.01287 0.02751 -0.01055  0.00496 0
SDSSJ080052.76+410316.3   0.02849 0.03838 0.00000 0.03872 -0.00347  0.00967 0
SDSSJ075941.34+403404.6   0.03794 0.02162 0.01256 0.02880 -0.00574 -0.00242 0
SDSSJ075621.88+395855.2   0.03693 0.02489 0.01103 0.02432 -0.00311 -0.00065 0
SDSSJ075646.72+415851.8   0.02069 0.01524 0.03881 0.04008 -0.00469  0.00339 0
SDSSJ075816.50+455506.1   0.01419 0.04188 0.01056 0.04656 -0.00244  0.00356 0
SDSSJ075846.50+461652.3   0.01922 0.02773 0.03057 0.02020  0.00508  0.01664 0
SDSSJ075549.84+473442.9   0.01803 0.03315 0.02141 0.03209 -0.00198  0.00322 0
SDSSJ075604.19+474033.1   0.02629 0.03343 0.00884 0.03776 -0.00603 -0.00221 0
SDSSJ075650.39+482450.0   0.01264 0.00913 0.06137 0.02240 -0.01272 -0.00868 1
SDSSJ075956.02+480642.1   0.03584 0.01878 0.01461 0.04233 -0.00362  0.00184 1
SDSSJ080059.32+482243.3   0.04997 0.00000 0.02627 0.02551 -0.00432  0.00064 0
SDSSJ080321.35+472824.4   0.04728 0.00138 0.02567 0.03292 -0.01153 -0.00027 1
SDSSJ075530.21+522628.9   0.05054 0.01026 0.01448 0.02081 -0.00668 -0.00214 0
SDSSJ075157.79+530436.5   0.02867 0.01159 0.03994 0.01968 -0.00169 -0.00356 0
SDSSJ075934.16+530505.4   0.02776 0.02492 0.02140 0.02771  0.00162 -0.00120 0
SDSSJ080139.99+532044.8   0.02736 0.02544 0.01813 0.03585 -0.00344  0.00093 0
SDSSJ080351.91+543759.8   0.02589 0.02155 0.02829 0.02589 -0.00012  0.00190 0
SDSSJ080620.01+423124.2   0.03984 0.02540 0.00357 0.03282  0.00174  0.00432 0
SDSSJ080419.04+423948.1   0.01907 0.02521 0.02649 0.04401 -0.00584  0.00255 0
SDSSJ075945.74+422718.6   0.02101 0.03369 0.02249 0.01463 -0.01166 -0.00144 1
SDSSJ075600.04+430713.0   0.03480 0.02196 0.01714 0.02599  0.00019  0.00037 0
SDSSJ080249.88+433611.9   0.03437 0.01409 0.02838 0.02384  0.00481  0.00620 0
SDSSJ080511.48+433024.2   0.02921 0.02515 0.01960 0.02692 -0.00248 -0.00608 0
SDSSJ075433.84+434700.0   0.03912 0.02767 0.00161 0.03385  0.00572  0.01025 0
SDSSJ075635.22+434124.8   0.06291 0.00016 0.01389 0.01507  0.00087  0.00318 0
SDSSJ080036.01+501044.3   0.03043 0.02335 0.02480 0.01313 -0.00756 -0.00699 0
SDSSJ080111.19+500241.1   0.03959 0.01682 0.02150 0.01418  0.00458 -0.00416 0
SDSSJ080931.06+485041.1   0.02028 0.03242 0.01961 0.03127 -0.00509 -0.01447 1
SDSSJ081127.44+461812.9   0.03403 0.02902 0.01078 0.02077  0.00116  0.00191 0
SDSSJ081256.55+470710.1   0.02822 0.03246 0.00849 0.03683  0.00129  0.00268 0
SDSSJ080154.19+481256.5   0.01674 0.03379 0.02065 0.03890  0.01972  0.00244 0
SDSSJ080314.60+484335.8   0.01335 0.02098 0.04935 0.00667 -0.00298  0.01675 0
SDSSJ081416.17+502550.4   0.05266 0.01530 0.00551 0.02093  0.00765  0.00876 0
SDSSJ081500.09+504626.9   0.04967 0.01784 0.00032 0.03791 -0.00673  0.00564 0
SDSSJ082317.47+503550.9   0.02443 0.03092 0.02044 0.01937 -0.00231 -0.00218 0
SDSSJ081233.59+500418.3   0.00942 0.03758 0.02121 0.04846 -0.01443  0.00121 0
SDSSJ081141.98+515710.9   0.00524 0.03899 0.02614 0.04300 -0.00230  0.00165 0
SDSSJ081425.18+520713.9   0.03763 0.01415 0.02440 0.02318 -0.00198 -0.00391 0
SDSSJ082226.62+514312.5   0.03102 0.00196 0.05260 0.00657 -0.00261 -0.00560 0
SDSSJ082116.50+515411.4   0.02297 0.02220 0.02892 0.03202 -0.00742  0.00348 0
SDSSJ081348.98+440901.9   0.03458 0.02913 0.00700 0.02922  0.00238 -0.00641 0
SDSSJ081410.76+443706.9   0.04035 0.00165 0.03706 0.02305 -0.00662 -0.00736 0
SDSSJ081152.56+434051.3   0.02267 0.02721 0.03213 0.00514  0.00155 -0.00360 0
SDSSJ081202.82+442702.8   0.02226 0.03257 0.02016 0.02199  0.00626 -0.00478 0
SDSSJ082314.08+460710.6   0.02636 0.01403 0.03549 0.02884 -0.00116 -0.00471 0
SDSSJ082212.82+462730.4   0.02277 0.03218 0.01215 0.04694 -0.00719  0.00264 0
SDSSJ081930.35+480825.8   0.03176 0.03207 0.01294 0.01021  0.00928  0.00606 0
SDSSJ081913.54+471726.7   0.04355 0.01358 0.01846 0.02157 -0.00430 -0.00557 1
SDSSJ082042.67+472301.5   0.01079 0.04020 0.02341 0.02631 -0.00238  0.00250 0
SDSSJ082317.84+480308.1   0.00616 0.04080 0.02853 0.02395  0.01301 -0.00239 0
SDSSJ082352.46+472735.3   0.04050 0.02098 0.00715 0.03931 -0.00178  0.00999 0
SDSSJ081433.78+482924.4   0.01490 0.01600 0.05160 0.01755  0.00561  0.00734 0
SDSSJ081645.83+493549.8   0.03088 0.02161 0.02306 0.02244 -0.01353 -0.00331 0
SDSSJ082142.23+493657.9   0.04025 0.01958 0.01184 0.03044 -0.00645 -0.00559 1
SDSSJ081657.30+493404.7   0.04383 0.01632 0.01510 0.01823 -0.00402  0.00224 0
SDSSJ081752.45+510108.0   0.02861 0.02824 0.02080 0.01279 -0.00381  0.00955 0
SDSSJ082318.89+500354.6   0.02984 0.02459 0.01900 0.02829  0.00215 -0.00389 1
SDSSJ082153.82+503120.4   0.02475 0.03527 0.01440 0.01999 -0.00750 -0.00383 0
SDSSJ083526.00+514223.4   0.02066 0.02324 0.03329 0.02329 -0.01000 -0.00792 1
SDSSJ083413.91+511214.6   0.00001 0.05337 0.02498 0.00705  0.01689  0.00847 0
SDSSJ082712.24+513542.1   0.00573 0.05136 0.01526 0.02505 -0.00557  0.00261 0
SDSSJ082616.10+502049.0   0.02964 0.03368 0.00808 0.02799  0.00287 -0.00166 0
SDSSJ082154.28+520358.3   0.03709 0.02554 0.00782 0.03201 -0.00415 -0.00223 0
SDSSJ082214.99+523556.8   0.03331 0.02770 0.00567 0.04374 -0.00703  0.00014 1
SDSSJ082725.81+525245.1   0.04175 0.02224 0.00852 0.02378  0.01080  0.00312 0
SDSSJ083131.20+521650.2   0.03288 0.01732 0.02916 0.01312 -0.00972  0.00192 0
SDSSJ083338.25+520031.9   0.02023 0.02714 0.02707 0.03121  0.01246  0.00846 0
SDSSJ083529.35+521927.7   0.02784 0.01224 0.03361 0.03623 -0.01487  0.00103 1
SDSSJ083313.05+484639.7   0.01857 0.04094 0.01376 0.02210 -0.00632 -0.00222 0
SDSSJ083119.75+482018.3   0.03489 0.00000 0.04432 0.02798 -0.00010  0.00400 0
SDSSJ083013.63+481115.4   0.02669 0.02595 0.01924 0.03109 -0.01975 -0.00033 0
SDSSJ082616.99+481108.8   0.05158 0.01757 0.00000 0.03108 -0.00786 -0.00232 1
SDSSJ082545.28+481755.0   0.00662 0.03358 0.03024 0.04623  0.00833  0.00283 0
SDSSJ082613.85+495019.3   0.04288 0.01187 0.02328 0.01529 -0.00132 -0.00570 0
SDSSJ084330.81+500359.7   0.02646 0.03117 0.01138 0.03703  0.00030 -0.00092 0
SDSSJ083125.90+500258.6   0.02403 0.03749 0.01507 0.01082  0.00385  0.01153 1
SDSSJ083749.34+510022.0   0.04323 0.01409 0.02165 0.01088  0.01027  0.00333 0
SDSSJ083901.60+503113.5   0.01727 0.03088 0.02813 0.02426  0.00471 -0.00372 0
SDSSJ080706.70+542239.5   0.05102 0.00796 0.02012 0.00936 -0.01034  0.00099 0
SDSSJ080640.44+542544.9   0.05611 0.01171 0.00585 0.02035  0.00174  0.00716 0
SDSSJ080506.67+551607.4   0.01632 0.03095 0.02810 0.02683 -0.00708 -0.00120 0
SDSSJ081102.91+500724.2   0.02631 0.02509 0.02705 0.01363  0.00529  0.00137 0
SDSSJ075956.77+503318.8   0.05828 0.00819 0.00000 0.04521  0.00794  0.01181 0
SDSSJ075854.54+501250.0   0.02999 0.03361 0.01352 0.00864  0.01035  0.00928 1
SDSSJ075623.43+510208.3   0.05034 0.01574 0.00606 0.02084 -0.00467  0.00157 1
SDSSJ081348.91+542122.6   0.02693 0.01422 0.03596 0.02738  0.01084  0.00180 0
SDSSJ082110.42+535856.2   0.02683 0.03697 0.00744 0.02638 -0.00315  0.00225 0
SDSSJ010523.69-002538.8   0.02206 0.03305 0.01917 0.02414  0.00537  0.00142 0
SDSSJ075245.94+330735.3   0.02348 0.03169 0.01568 0.03394 -0.00377 -0.00106 0
SDSSJ075118.29+323704.2   0.02947 0.03249 0.00769 0.03394  0.01564  0.00672 0
SDSSJ075102.44+333634.4   0.01708 0.02782 0.03064 0.02873 -0.01220 -0.01473 1
SDSSJ075019.32+324314.7   0.02888 0.02885 0.01718 0.02112  0.00188  0.00242 0
SDSSJ074701.96+332213.0   0.02181 0.03016 0.01520 0.05074  0.02041  0.00662 0
SDSSJ074652.86+324149.1   0.04762 0.00270 0.02771 0.01915 -0.00153 -0.00556 0
SDSSJ074756.22+351701.1   0.02913 0.03609 0.00000 0.04508  0.00517  0.00194 0
SDSSJ075012.53+344040.6   0.03241 0.02175 0.02006 0.02682  0.00252 -0.00053 0
SDSSJ075549.82+295203.6   0.01271 0.03688 0.02810 0.01664  0.00290  0.00168 0
SDSSJ075248.19+295044.8   0.04688 0.01978 0.00397 0.02993 -0.00680  0.00285 0
SDSSJ075211.81+294445.2   0.01416 0.03109 0.02830 0.03372  0.00218  0.00251 0
SDSSJ075119.82+291719.9   0.03188 0.02708 0.01111 0.03570 -0.00988  0.00868 0
SDSSJ075114.98+301616.1   0.03281 0.03105 0.01297 0.00850  0.01092  0.00656 0
SDSSJ075037.02+313848.1   0.04099 0.01977 0.01423 0.01922  0.00009  0.00099 0
SDSSJ075437.61+310529.2   0.02379 0.03716 0.00991 0.02805  0.00134  0.00897 0
SDSSJ075930.54+304835.9   0.01043 0.03509 0.03347 0.01841 -0.00030  0.01285 0
SDSSJ075442.10+323240.0   0.02278 0.02630 0.02087 0.04252  0.01059  0.00005 0
SDSSJ075848.59+322214.2   0.00960 0.03108 0.03294 0.03667 -0.02039 -0.00257 0
SDSSJ080117.91+333411.9   0.00976 0.04538 0.02117 0.01566 -0.00356 -0.00637 0
SDSSJ075942.83+333445.8   0.02702 0.03456 0.00000 0.06070 -0.01296  0.01433 0
SDSSJ075835.44+330909.8   0.02005 0.04143 0.00844 0.03155  0.00130  0.00467 0
SDSSJ075717.42+332556.4   0.03549 0.02702 0.00884 0.02876  0.00084  0.00195 0
SDSSJ075700.02+333459.9   0.05547 0.00250 0.01836 0.01890 -0.00464 -0.00069 1
SDSSJ075624.37+324647.6   0.05360 0.01814 0.00239 0.01877  0.00603  0.01450 0
SDSSJ075609.13+333730.7   0.03747 0.02294 0.01302 0.02247  0.00662  0.00132 0
SDSSJ075629.73+334432.8   0.03301 0.02478 0.01595 0.02189  0.00843  0.00031 0
SDSSJ075044.04+340658.4   0.01507 0.03537 0.02681 0.01799 -0.00145 -0.00068 0
SDSSJ075524.10+342134.5   0.02659 0.02448 0.02644 0.01833  0.00925  0.01558 0
SDSSJ080002.25+351243.4   0.01969 0.03381 0.01980 0.02639 -0.00420 -0.00086 0
SDSSJ080040.02+351552.4   0.01801 0.03695 0.02078 0.02010 -0.00052 -0.00400 0
SDSSJ080049.71+344915.5   0.05358 0.01064 0.01366 0.00760  0.00212  0.00600 0
SDSSJ080113.84+342244.6   0.04662 0.02277 0.00204 0.02705  0.00548  0.00104 0
SDSSJ080309.02+345127.3   0.04129 0.01944 0.01001 0.03275  0.01338  0.00392 0
SDSSJ075955.37+295906.8   0.01813 0.03671 0.01460 0.03756  0.00944  0.00022 0
SDSSJ080034.14+332805.4   0.03122 0.03278 0.00755 0.02473  0.00813  0.00184 0
SDSSJ080500.28+332302.4   0.01182 0.02406 0.04408 0.02093 -0.00109 -0.00123 0
SDSSJ080609.80+331307.9   0.03007 0.03226 0.00682 0.03540 -0.01332 -0.00042 1
SDSSJ080612.78+330513.9   0.03899 0.00810 0.02875 0.02803 -0.00305 -0.00698 0
SDSSJ081158.10+343624.2   0.02895 0.00000 0.05297 0.02171 -0.00277  0.01086 1
SDSSJ080702.35+342556.6   0.04388 0.01374 0.01815 0.01963 -0.00859 -0.00755 1
SDSSJ080549.61+335523.8   0.03075 0.02245 0.02187 0.02344  0.01002 -0.00296 0
SDSSJ080519.81+344211.7   0.02621 0.01639 0.03368 0.02823 -0.00438  0.01566 0
SDSSJ080452.09+343356.1   0.03094 0.02326 0.02111 0.02291 -0.01125 -0.00801 1
SDSSJ080831.80+350200.7   0.00799 0.03385 0.03416 0.02858  0.00491  0.00588 0
SDSSJ080833.34+352109.2   0.03521 0.02831 0.00583 0.03347  0.00031  0.00111 1
SDSSJ081011.78+345857.7   0.03434 0.01156 0.02910 0.02987 -0.02011 -0.00734 1
SDSSJ081921.54+330404.4   0.02832 0.03432 0.00000 0.05474 -0.00805  0.00732 0
SDSSJ081625.03+324145.7   0.02800 0.02449 0.01794 0.03340  0.00661  0.00916 0
SDSSJ081509.28+322930.5   0.02179 0.02913 0.02140 0.03155  0.00056  0.00284 1
SDSSJ081401.38+325048.0   0.02495 0.02314 0.02560 0.03000  0.00407  0.00054 0
